,type,abstract,detail,aspect,post_nega,brand
21,assess,Green Outdoor Gear profile,"Cam Walker from Friends of the Earth Melbourne has created a website which profiles outdoor gear companies and rates them according to a range of sustainability criteria. Follow the link to see this company's profile.
[Source 2011]",Information,,Patagonia
22,assess,Project JUST profile,"Project JUST examines the manufacturing practices and ethics of fashion brands. Follow the link to see this company's profile.
[Source 2016]",Information,,Patagonia
23,assess,1% for the planet,"1% for the Planet is a global movement of 1300+ companies that donate 1% of their sales to a network of 2300+ environmental organisations worldwide. This company is the founding member.
[Source 2016][More on Finance]",Business Ethics, Praise,Patagonia
0,assess,Ethical Trading Initiative member,"The Ethical Trading Initiative (ETI) is an alliance of companies, trade unions and voluntary organisations. They work in partnership to improve the lives of workers across the globe who make or grow consumer goods - everything from tea to T-shirts, from flowers to footballs. 
[Source 2016][More on Workers Rights]",Social, Praise,Pentland Group plc
1,assess,Child labour scorecard,"This website by German NGO Earth Link rates companies on their corporate policies against child labour, production monitoring and accusations of child labour. This company received at least one green mark, and no red marks, indicating good performance in one or more of these areas.
[Source 2013][More on Human Rights]",Social, lesser praise ,Pentland Group plc
2,assess,Workers rights,"Playfair 2012, a coalition of trade unions and campaigning organisations, says this company is not doing enough to: ensure all workers are paid a living wage; allow workers to bargain collectively; eliminate short term contracts; and build long-term relationships with supplier factories.
[Source 2012][More on Workers Rights]",Social, Criticism,Pentland Group plc
3,assess,Efforts to pay a living wage,"This company is doing little or nothing to ensure workers are paid enough to live on, according to this 2014 report by the Clean Clothes Campaign which grades companies on their efforts to ensure workers in its supply chain receive a living wage. 
[Source 2014][More on Workers Rights]",Social, Criticism,Pentland Group plc
4,assess,'D' rating at rankabrand.org,"Rank a Brand searches the websites of brands for the answers to carefully targeted questions. From this they calculate sustainability scores based on the themes of environment, climate, labor issues, and transparency. Brands owned by this company received a 'D'.
[Source 2016][More on Sustainability Reporting]",Business Ethics, lesser criticism,Pentland Group plc
5,assess,Sweatshops in China,"This 2007 investigative report by China Labour Watch reveals poor work conditions for Chinese workers making products for this company, such as workers being required to work nine hours per day as regular hours in addition to five to six hours of mandatory overtime during peak season which accumulates to 14 work hours per day, about 420 hours per month. [Listed under information due to age of report]
[Source 2007][More on Workers Rights]",Social, minor criticism,Pentland Group plc
6,assess,Sustainable Apparel Coalition member,"This company is a founding member of the Sustainable Apparel Coalition, a multi-stakeholder initiative launched in March 2011 by a group of global apparel and footwear companies and non-profit organizations (representing nearly one third of the global market share for apparel and footwear). The Coalition's goals are to reduce the apparel industry's environmental and social impact, and to develop a universal index to measure environmental and social performance of apparel products. 
[Source 2015][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,Pentland Group plc
7,assess,Better Work Partner,"This company is a partner of Better Work,  an initiative of the UN's International Labour Organization and the International Finance Corporation which brings diverse groups together - governments, global brands, factory owners, and unions and workers - to improve working conditions in the garment industry and make the sector more competitive.
[Source 2016][More on Multi-Stakeholder Initiatives]",Business Ethics, minor praise,Pentland Group plc
