abstract,detail,company_name,aspect,post_nega,company_id
I:Collect partner,"This company is a partner of I:Collect (aka I:CO), a global collection network to keep discarded clothing and shoes out of landfills. Customers deposit used textiles into recycling dropoff boxes at this company's stores, and I:CO arranges their environmentally-friendly removal, sorting and reuse.
[Source 2014][More on Governance]",H&M,Business Ethics, minor praise,81
Leather Working Group member,"This company is a member of the Leather Working Group, a multi-stakeholder group who's objective is to develop and maintain a protocol that assesses the compliance and environmental performance of tanners and promotes sustainable and appropriate environmental business practices within the leather industry.
[Source 2016][More on Multi-Stakeholder Initiatives]",H&M,Business Ethics, minor praise,81
Responsible Mica Initiative member,"This company is a member of the Responsible Mica Initiative, a Do-Tank which aims to eradicate child labour and unacceptable working conditions in the Indian mica supply chain by joining forces across industries.
[Source 2017][More on Multi-Stakeholder Initiatives]",H&M,Business Ethics, minor praise,81
Commitment to zero deforestation 3/5,"The Forest 500 identifies, ranks, and tracks the governments, companies and financial institutions worldwide that together could virtually eradicate tropical deforestation. Rankings are based on their public policies and commitments and potential impacts on tropical forests in the context of forest risk commodities (palm oil, soya, beef, leather, timber, and pulp and paper). This company received a score of 3/5.
[Source 2016][More on Forests]",H&M,Environment, information,81
Cotton sourcing (As You Sow),"Responsible Sourcing Network's 2014 report Cotton Sourcing Snapshot: A Survey of Corporate Practices to End Forced Labor includes survey results and ratings of 49 companies reflecting actions they are taking to stop cotton from Uzbekistan picked with forced labor from entering their supply chains. The survey offered a maximum of 100 points across 11 indicators in the categories of Policy, Public Disclosure, Engagement, and Implementation & Auditing. Only five companies scored over 50 points, 19 companies scored under 25 points, and two companies scored zero. This company received a score of 34.5.
[Source 2014][More on Human Rights]",H&M,Social, information,81
Political boycott,"Call to boycott by BDS due to involvement in Israel. [This assessment has not been used in calculation of ratings].
[Source 2010][More on Politics]",H&M,Business Ethics, information,81
'C' rating at rankabrand.org,"Rank a Brand searches the websites of brands for the answers to carefully targeted questions. From this they calculate sustainability scores based on the themes of environment, climate, labor issues, and transparency. Brands owned by this company received a 'C'.
[Source 2015][More on Sustainability Reporting]",H&M,Business Ethics, information,81
Responsible Shopper profile,"Green America's Responsible Shopper provides details about the corporate responsibility records of well-known companies. Follow the link to see this company's profile. [Last updated 2009]
[Source 2009]",H&M,Information,,81
Project JUST profile,"Project JUST examines the manufacturing practices and ethics of fashion brands. Follow the link to see this company's profile.
[Source 2016]",H&M,Information,,81
Facing Finance profile,"This company is listed on the Facing Finance website as a company that manufactures weapons or profits from violations of human rights, pollution, corruption, or international law. Follow link for further details.
[Source 2014]",H&M,Information,,81
A- grade at Behind the Barcode,"A- grade in the Baptist World Aid Australia's 'Ethical Fashion Report 2017', which grades companies, from A to F, on the strength of their systems to mitigate against the risks of forced labour, child labour, and exploitation in their supply chains. Assessment criteria fall into four main categories: policies, knowing suppliers, auditing and supplier relationships, and worker empowerment.
[Source 2017][More on Workers Rights]",Hanes Australasia,Social, Praise,82
Australian Packaging Covenant signatory,"Signatory to the Australian Packaging Covenant, a voluntary agreement to encourage waste minimisation.
[Source 2017][More on Packaging]",Hanes Australasia,Environment, lesser praise ,82
